Year,Address,Species,Tree or Shrub,Quantity,Date,Latitude,Longitude,Neighbourhood Name,Neighbourhood Number,Geometry Point
2021,Rundle Park 2021,Wolfwillow - Elaeagnus commutata,Shrub,75,2021-09-22,53.56186,-113.38344,RIVER VALLEY RUNDLE,2650,POINT (-113.38344 53.56186)
2017,Blackmud Creek 2017,Trembling Aspen - Populus tremuloides,Tree,6,2017-06-23,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2013,Mill Creek 2013,Red Osier Dogwood - Cornus sericea,Shrub,14,2013-07-06,53.51579,-113.474884,MILL CREEK RAVINE SOUTH,6492,POINT (-113.474884 53.51579)
2013,Government House Park 2013,Trembling Aspen - Populus tremuloides,Tree,0,2013-08-24,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2022,Sifton Ravine 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,24,2022-07-21,53.58813,-113.39302,RIVER VALLEY HERMITAGE,2630,POINT (-113.39302 53.58813)
2017,Hazeldean 2017,Pin Cherry - Prunus pennsylvanica,Shrub,30,2017-09-15,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2021,Blackmud Creek 2017,Balsam Poplar - Populus balsamifera,Tree,20,2021-08-12,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2018,Big Bear Park 2017,Prickly Rose - Rosa acicularis,Shrub,24,2018-06-14,53.440865,-113.50943,BLACKMUD CREEK RAVINE,5050,POINT (-113.50943 53.440865)
2021,Blackmud Creek 2017,Paper Birch - Betula Papyrifera,Tree,15,2021-07-14,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2019,Westmount 2018,Green Alder - Alnus viridis,Shrub,30,2019-07-12,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2013,Hermitage Park 2013,Green Alder - Alnus viridis,Shrub,15,2013-09-29,53.58152,-113.374084,RIVER VALLEY HERMITAGE,2630,POINT (-113.374084 53.58152)
2018,Hamptons Lake 2018,Pussy Willow - Salix discolor,Shrub,90,2018-05-31,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2014,Hermitage Park 2014,Western Chokecherry - Prunus virg. melanocarpa,Shrub,5,2014-06-07,53.57648,-113.37451,CANON RIDGE,2120,POINT (-113.37451 53.57648)
2015,Belgravia Off Leash Site 2015,Twining honey suckle - Lonicera dioica,Shrub,25,2015-08-01,53.506413,-113.54171,RIVER VALLEY WHITEMUD,5400,POINT (-113.54171 53.506413)
2018,Oxford 2018,Prickly Rose - Rosa acicularis,Shrub,5,2018-07-28,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2018,Hermitage Park 2017,Balsam Poplar - Populus balsamifera,Tree,15,2018-05-25,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2022,Forest Heights,White Spruce - Picea glauca,Tree,30,2022-07-20,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2018,Hamptons Lake 2018,Sandbar Willow - Salix exigua,Shrub,97,2018-05-31,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2018,Hamptons Lake 2018,Sandbar Willow - Salix exigua,Shrub,100,2018-08-08,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2018,Gold Bar Park 2017,White Spruce - Picea glauca,Tree,200,2018-06-09,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2020,Rundle Park 2017,Snowberry - Symphoricarpos albus,Shrub,7,2020-06-26,53.55726,-113.381996,RIVER VALLEY RUNDLE,2650,POINT (-113.381996 53.55726)
2019,Hermitage Park 2017,Prickly Rose - Rosa acicularis,Shrub,24,2019-05-16,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2014,Louise McKinney Park 2014,Trembling Aspen - Populus tremuloides,Tree,30,2014-05-23,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2021,Lymburn 2021,Gooseberry - Ribes sp.,Shrub,15,2021-07-09,53.511528,-113.63659,LYMBURN,4270,POINT (-113.63659 53.511528)
2022,Forest Heights,Pussy Willow - Salix discolor,Shrub,30,2022-09-09,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2021,Fulton Park 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,3,2021-04-30,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2021,Cloverdale Hill 2018,Western Chokecherry - Prunus virg. melanocarpa,Shrub,42,2021-08-27,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2015,Greenfield Tree Stand 2015,Highbush Cranberry - Viburnum trilobum,Shrub,25,2015-08-02,53.468246,-113.53073,GREENFIELD,5220,POINT (-113.53073 53.468246)
2021,Cloverdale Hill 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,37,2021-08-27,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2022,Terrace Heights,Buckbrush - Symphoricarpos occidentalis,Shrub,15,2022-07-20,53.5424,-113.431404,RIVER VALLEY GOLD BAR,6620,POINT (-113.431404 53.5424)
2020,Richfield 2018,Jack Pine - Pinus banksiana,Tree,10,2020-10-14,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2015,,Saskatoon Berry - Amelanchier alnifolia,Shrub,8,2015-07-25,,,,,
2021,Jackie Parker Recreation Area,Low Bilberry - Vaccinium myrtillus,Shrub,4,2021-05-28,53.483284,-113.41918,MILL WOODS GOLF COURSE,6500,POINT (-113.41918 53.483284)
2019,Tipaskan,Balsam Poplar - Populus balsamifera,Tree,30,2019-08-16,53.461082,-113.4653,TIPASKAN,6750,POINT (-113.4653 53.461082)
2018,Louise McKinney Park 2014,Trembling Aspen - Populus tremuloides,Tree,16,2018-08-14,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2019,Lymburn 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,11,2019-08-10,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2018,Louise McKinney Park 2014,White Spruce - Picea glauca,Tree,24,2018-06-06,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2013,Guinevere Park 2013,Wolfwillow - Elaeagnus commutata,Shrub,5,2013-09-22,53.501507,-113.67098,GLASTONBURY,4720,POINT (-113.67098 53.501507)
2018,Victoria Park 2017,Snowberry - Symphoricarpos albus,Shrub,18,2018-08-21,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2021,Jackie Parker Park 2021,Saskatoon Berry - Amelanchier alnifolia,Shrub,48,2021-08-18,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2018,Victoria Park 2017,Gooseberry - Ribes sp.,Shrub,60,2018-05-17,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2019,Westmount 2018,Buckbrush - Symphoricarpos occidentalis,Shrub,14,2019-09-27,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2015,Hamptons Lake 2015,Bebb's Willow - Salix bebbiana,Shrub,47,2015-09-03,53.49335,-113.67667,THE HAMPTONS,4461,POINT (-113.67667 53.49335)
2014,Hermitage Park 2014,Trembling Aspen - Populus tremuloides,Tree,15,2014-06-28,53.57648,-113.37451,CANON RIDGE,2120,POINT (-113.37451 53.57648)
2018,Cloverdale Hill 2018,Gooseberry - Ribes sp.,Shrub,38,2018-08-25,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2015,Hermitage Park 2015,Kinnikinick - Arctostaphylos uva-ursi,Shrub,19,2015-07-29,53.575386,-113.37195,RIVER VALLEY HERMITAGE,2630,POINT (-113.37195 53.575386)
2013,Twin Brooks 2013,Buffaloberry - Shepherdia canadensis,Shrub,14,2013-05-30,53.45002,-113.53669,TWIN BROOKS,5511,POINT (-113.53669 53.45002)
2013,Louise McKinney Park 2013,Highbush Cranberry - Viburnum trilobum,Shrub,120,2013-08-31,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2018,Edmonton Valley Zoo 2013,Native Larch - Larix laricina,Tree,9,2018-07-19,53.512035,-113.557846,RIVER VALLEY LAURIER,3382,POINT (-113.557846 53.512035)
2019,Lynnwood,Currant - Ribes sp.,Shrub,30,2019-08-10,53.515522,-113.58839,RIVER VALLEY LAURIER,3382,POINT (-113.58839 53.515522)
2022,Sifton Ravine 2018,Raspberry - Rubus ideaus,Shrub,24,2022-07-07,53.58813,-113.39302,RIVER VALLEY HERMITAGE,2630,POINT (-113.39302 53.58813)
2019,Blackmud Creek 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,72,2019-05-14,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2015,Victoria Park 2015,Lodgepole Pine - Pinus contorta latifolia,Tree,40,2015-06-25,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2015,,Bebb's Willow - Salix bebbiana,Shrub,66,2015-09-17,,,,,
2017,Rundle Park 2017,Lodgepole Pine - Pinus contorta latifolia,Tree,30,2017-09-27,53.55726,-113.381996,RIVER VALLEY RUNDLE,2650,POINT (-113.381996 53.55726)
2014,Victoria Park 2014,Snowberry - Symphoricarpos albus,Shrub,50,2014-08-08,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2012,"South of 153 avenue, east of 134th street",Red Osier Dogwood - Cornus sericea,Shrub,45,2012-06-20,53.614304,-113.549255,CUMBERLAND,3150,POINT (-113.549255 53.614304)
2019,River Valley - Dawson/Kinnard,Saskatoon Berry - Amelanchier alnifolia,Shrub,30,2019-10-01,53.556633,-113.461426,RIVER VALLEY KINNAIRD,1190,POINT (-113.461426 53.556633)
2015,Henrietta Muir Edwards Park 2015,Highbush Cranberry - Viburnum trilobum,Shrub,44,2015-07-30,53.538986,-113.475685,CLOVERDALE,6070,POINT (-113.475685 53.538986)
2022,Forest Heights,Red Osier Dogwood - Cornus sericea,Shrub,30,2022-09-09,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2017,91 Street 2017,Prickly Rose - Rosa acicularis,Shrub,27,2017-10-04,53.472553,-113.465744,RICHFIELD,6600,POINT (-113.465744 53.472553)
2022,Jack Horan Park,Lodgepole Pine - Pinus contorta latifolia,Tree,48,2022-09-19,53.538204,-113.61092,GLENWOOD,4180,POINT (-113.61092 53.538204)
2015,,Red Osier Dogwood - Cornus sericea,Shrub,60,2015-09-17,,,,,
2019,Oxford 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,24,2019-10-11,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2022,Forest Heights,Native Larch - Larix laricina,Tree,4,2022-07-20,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2019,Callingwood Park 2017,White Spruce - Picea glauca,Tree,154,2019-09-16,53.505497,-113.621666,CALLINGWOOD NORTH,4070,POINT (-113.621666 53.505497)
2022,Sifton Ravine 2018,Beaked Hazelnut - Corylus cornuta,Shrub,0,2022-07-09,53.58813,-113.39302,RIVER VALLEY HERMITAGE,2630,POINT (-113.39302 53.58813)
2013,Victoria Park 2013,Snowberry - Symphoricarpos albus,Shrub,0,2013-08-14,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2018,Hazeldean 2017,Prickly Rose - Rosa acicularis,Shrub,48,2018-05-26,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2022,Lymburn 2018,White Spruce - Picea glauca,Tree,24,2022-10-05,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2018,Victoria Park 2017,Gooseberry - Ribes sp.,Shrub,29,2018-08-21,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2014,John Janzen Nature Centre 2014,Pin Cherry - Prunus pennsylvanica,Shrub,8,2014-07-31,53.502792,-113.5719,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.5719 53.502792)
2014,Victoria Park 2014,Trembling Aspen - Populus tremuloides,Tree,45,2014-05-31,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2013,,White Spruce - Picea glauca,Tree,10,2013-05-07,,,,,
2019,Blackmud Creek 2017,Trembling Aspen - Populus tremuloides,Tree,96,2019-05-14,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2022,Lymburn 2018,Wolfwillow - Elaeagnus commutata,Shrub,30,2022-06-02,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2021,Sifton Ravine 2021,Lodgepole Pine - Pinus contorta latifolia,Tree,21,2021-07-24,53.591694,-113.40929,RIVER VALLEY HERMITAGE,2630,POINT (-113.40929 53.591694)
2022,Lymburn 2018,Kinnikinick - Arctostaphylos uva-ursi,Shrub,42,2022-10-06,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2022,Blackburn,White Spruce - Picea glauca,Tree,75,2022-10-06,53.428856,-113.50194,BLACKBURNE,5590,POINT (-113.50194 53.428856)
2022,Forest Heights,Pin Cherry - Prunus pennsylvanica,Shrub,10,2022-07-30,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2012,Roper Pond,Pin Cherry - Prunus pennsylvanica,Shrub,30,2012-06-16,53.49868,-113.43738,ROPER INDUSTRIAL,6640,POINT (-113.43738 53.49868)
2019,Lymburn 2018,Pin Cherry - Prunus pennsylvanica,Shrub,4,2019-08-02,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2014,Victoria Park 2014,Pin Cherry - Prunus pennsylvanica,Shrub,165,2014-09-15,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2017,Roper Pond,White Spruce - Picea glauca,Tree,100,2017-08-08,53.49868,-113.43738,ROPER INDUSTRIAL,6640,POINT (-113.43738 53.49868)
2019,Gold Bar Park 2017,Trembling Aspen - Populus tremuloides,Tree,20,2019-09-25,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2014,Hermitage Park 2014,Gooseberry - Ribes sp.,Shrub,20,2014-06-28,53.57648,-113.37451,CANON RIDGE,2120,POINT (-113.37451 53.57648)
2017,91 Street 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,53,2017-09-30,53.472553,-113.465744,RICHFIELD,6600,POINT (-113.465744 53.472553)
2014,Victoria Park 2014,Lodgepole Pine - Pinus contorta latifolia,Tree,5,2014-06-12,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2022,Forest Heights,Buffaloberry - Shepherdia canadensis,Shrub,24,2022-09-02,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2022,Lymburn 2018,Trembling Aspen - Populus tremuloides,Tree,24,2022-05-25,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2021,Hazeldean 2017,Western Chokecherry - Prunus virg. melanocarpa,Shrub,14,2021-06-08,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2015,,Beaked Hazelnut - Corylus cornuta,Shrub,230,2015-06-05,,,,,
2017,Lauderdale,Trembling Aspen - Populus tremuloides,Tree,25,2017-10-03,53.585773,-113.50926,LAUDERDALE,3260,POINT (-113.50926 53.585773)
2022,Klarvatten,Pussy Willow - Salix discolor,Shrub,43,2022-09-23,53.64436,-113.482864,KLARVATTEN,2440,POINT (-113.482864 53.64436)
2017,Government House Park 2015,Snowberry - Symphoricarpos albus,Shrub,40,2017-08-22,53.53894,-113.549286,RIVER VALLEY GLENORA,3381,POINT (-113.549286 53.53894)
2018,Hermitage Park 2017,Jack Pine - Pinus banksiana,Tree,50,2018-09-29,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2014,Dunvegan Tree Stand 2014,Prickly Rose - Rosa acicularis,Shrub,50,2014-09-09,53.586926,-113.55546,ATHLONE,3010,POINT (-113.55546 53.586926)
2021,Lymburn 2021,White Spruce - Picea glauca,Tree,20,2021-09-04,53.511528,-113.63659,LYMBURN,4270,POINT (-113.63659 53.511528)
2017,Hermitage Park 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,102,2017-06-17,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2022,Sifton Ravine 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,4,2022-07-07,53.58813,-113.39302,RIVER VALLEY HERMITAGE,2630,POINT (-113.39302 53.58813)
2013,Mill Creek 2013,Wolfwillow - Elaeagnus commutata,Shrub,7,2013-07-06,53.51579,-113.474884,MILL CREEK RAVINE SOUTH,6492,POINT (-113.474884 53.51579)
2018,Brookside 2018,Wolfwillow - Elaeagnus commutata,Shrub,0,2018-10-03,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2017,Hermitage Park 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,30,2017-08-19,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2019,,Native Larch - Larix laricina,Tree,15,2019-10-15,,,,,
2013,Rundle Park 2013,Gooseberry - Ribes sp.,Shrub,5,2013-10-11,53.555805,-113.38246,RIVER VALLEY RUNDLE,2650,POINT (-113.38246 53.555805)
2014,Gold Bar Park 2014,Balsam Poplar - Populus balsamifera,Tree,30,2014-07-09,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2019,Twin Brooks 2017,Pin Cherry - Prunus pennsylvanica,Shrub,3,2019-05-24,53.44044,-113.540054,TWIN BROOKS,5511,POINT (-113.540054 53.44044)
2014,Dunvegan Tree Stand 2014,Trembling Aspen - Populus tremuloides,Tree,25,2014-09-09,53.586926,-113.55546,ATHLONE,3010,POINT (-113.55546 53.586926)
2015,,Red Osier Dogwood - Cornus sericea,Shrub,30,2015-07-16,,,,,
2019,Pylypow Pond 2017,Red Osier Dogwood - Cornus sericea,Shrub,20,2019-09-13,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2014,Gold Bar Park 2013,Trembling Aspen - Populus tremuloides,Tree,15,2014-05-14,53.556023,-113.40701,RIVER VALLEY GOLD BAR,6620,POINT (-113.40701 53.556023)
2014,Gold Bar Park 2014,Saskatoon Berry - Amelanchier alnifolia,Shrub,15,2014-06-13,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2012,"South of 153 avenue, east of 134th street",Coyote Willow,Shrub,19,2012-06-20,53.614304,-113.549255,CUMBERLAND,3150,POINT (-113.549255 53.614304)
2017,Hazeldean 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,15,2017-08-15,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2017,Hermitage Park 2017,Prickly Rose - Rosa acicularis,Shrub,168,2017-06-03,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2019,,White Spruce - Picea glauca,Tree,77,2019-08-26,,,,,
2021,Sifton Ravine 2021,Wolfwillow - Elaeagnus commutata,Shrub,46,2021-06-17,53.591694,-113.40929,RIVER VALLEY HERMITAGE,2630,POINT (-113.40929 53.591694)
2015,Jackie Parker Park 2015,Western Larch - Larix occidentalis,Tree,45,2015-07-09,53.486164,-113.42417,MILL WOODS GOLF COURSE,6500,POINT (-113.42417 53.486164)
2022,Sifton Ravine 2018,Snowberry - Symphoricarpos albus,Shrub,48,2022-07-21,53.58813,-113.39302,RIVER VALLEY HERMITAGE,2630,POINT (-113.39302 53.58813)
2021,Rundle Park 2021,Lodgepole Pine - Pinus contorta latifolia,Tree,32,2021-06-12,53.56186,-113.38344,RIVER VALLEY RUNDLE,2650,POINT (-113.38344 53.56186)
2017,Dunluce Tree Stand,Twining honey suckle - Lonicera dioica,Shrub,32,2017-08-08,53.620697,-113.53151,DUNLUCE,3180,POINT (-113.53151 53.620697)
2019,Lymburn 2018,Pin Cherry - Prunus pennsylvanica,Shrub,15,2019-10-02,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2015,Hermitage Park 2015,Prickly Rose - Rosa acicularis,Shrub,30,2015-09-11,53.575386,-113.37195,RIVER VALLEY HERMITAGE,2630,POINT (-113.37195 53.575386)
2019,Blackmud Creek 2017,Lodgepole Pine - Pinus contorta latifolia,Tree,25,2019-05-23,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2019,Fulton Park 2017,Trembling Aspen - Populus tremuloides,Tree,46,2019-09-14,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2013,Victoria Park 2013,Snowberry - Symphoricarpos albus,Shrub,30,2013-07-17,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2014,Government House Park 2014,Saskatoon Berry - Amelanchier alnifolia,Shrub,191,2014-07-19,53.540367,-113.54321,RIVER VALLEY GLENORA,3381,POINT (-113.54321 53.540367)
2021,Sifton Ravine 2021,Lodgepole Pine - Pinus contorta latifolia,Tree,24,2021-06-17,53.591694,-113.40929,RIVER VALLEY HERMITAGE,2630,POINT (-113.40929 53.591694)
2018,Hamptons Lake 2018,Sandbar Willow - Salix exigua,Shrub,24,2018-09-20,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2022,Forest Heights,Saskatoon Berry - Amelanchier alnifolia,Shrub,190,2022-08-27,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2014,Victoria Park 2014,Prickly Rose - Rosa acicularis,Shrub,510,2014-09-15,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2013,Louise McKinney Park 2013,Pussy Willow - Salix discolor,Shrub,0,2013-08-08,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2015,Mackinnon Ravine 2015,,,267,2015-08-15,53.53831,-113.55866,RIVER VALLEY CAPITOL HILL,3380,POINT (-113.55866 53.53831)
2022,Forest Heights,Trembling Aspen - Populus tremuloides,Tree,15,2022-09-03,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2013,Louise McKinney Park 2013,Trembling Aspen - Populus tremuloides,Tree,0,2013-08-08,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2018,Brookside 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,166,2018-09-22,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2014,Dunvegan Tree Stand 2014,Red Osier Dogwood - Cornus sericea,Shrub,25,2014-09-05,53.586926,-113.55546,ATHLONE,3010,POINT (-113.55546 53.586926)
2019,Lymburn 2018,Balsam Poplar - Populus balsamifera,Tree,20,2019-09-26,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2015,Gold Bar Park 2015,Prickly Rose - Rosa acicularis,Shrub,72,2015-06-13,53.555748,-113.40618,RIVER VALLEY GOLD BAR,6620,POINT (-113.40618 53.555748)
2019,Oxford 2018,Sandbar Willow - Salix exigua,Shrub,24,2019-08-29,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2021,Jackie Parker Park 2021,Thin Leaf Alder - Alnus incana,Shrub,10,2021-09-04,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2019,Lymburn 2018,Jack Pine - Pinus banksiana,Tree,40,2019-10-02,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2019,Tipaskan,Lodgepole Pine - Pinus contorta latifolia,Tree,23,2019-10-04,53.461082,-113.4653,TIPASKAN,6750,POINT (-113.4653 53.461082)
2014,Gold Bar Park 2014,White Spruce - Picea glauca,Tree,14,2014-08-14,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2021,Blackmud Creek 2017,Balsam Poplar - Populus balsamifera,Tree,9,2021-08-13,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2018,Victoria Park 2017,Wolfwillow - Elaeagnus commutata,Shrub,360,2018-05-17,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2018,Gold Bar Park 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,33,2018-06-20,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2018,Richfield 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,15,2018-07-06,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2018,Pylypow Pond 2017,Sandbar Willow - Salix exigua,Shrub,15,2018-10-04,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2019,Lymburn 2018,Red Elderberry - Sambucus racemosa,Shrub,20,2019-08-02,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2019,Brookside 2018,Jack Pine - Pinus banksiana,Tree,96,2019-06-08,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2014,Pylypow 2014,Saskatoon Berry - Amelanchier alnifolia,Shrub,150,2014-06-20,53.497883,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497883)
2021,Savaryn Pond 2021,Trembling Aspen - Populus tremuloides,Tree,42,2021-10-13,53.412273,-113.47846,SUMMERSIDE,6213,POINT (-113.47846 53.412273)
2013,Louise McKinney Park 2013,Wolfwillow - Elaeagnus commutata,Shrub,38,2013-07-10,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2022,Blackburn,Lodgepole Pine - Pinus contorta latifolia,Tree,48,2022-08-24,53.428856,-113.50194,BLACKBURNE,5590,POINT (-113.50194 53.428856)
2014,Gold Bar Park 2014,Lowbush Cranberry - Vaccinium oxycoccos,Shrub,30,2014-07-05,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2014,Gold Bar Park 2014,Trembling Aspen - Populus tremuloides,Tree,50,2014-09-26,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2018,Oxford 2018,Native Larch - Larix laricina,Tree,75,2018-06-23,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2015,,Red Osier Dogwood - Cornus sericea,Shrub,45,2015-09-18,,,,,
2017,Hermitage Park 2017,White Spruce - Picea glauca,Tree,130,2017-06-10,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2013,Government House Park 2013,White Spruce - Picea glauca,Tree,10,2013-08-20,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2014,Victoria Park 2014,Pin Cherry - Prunus pennsylvanica,Shrub,113,2014-09-30,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
